AUROC,AUPRC,F1,Balanced Accuracy,MCC,period,n_samples,default_rate
0.7177145973135396,0.3838364880559617,0.42881783418761693,0.6574655941408789,0.2538474117329205,2016,403032,0.196
0.7074744178747938,0.3811735478168645,0.4378892854643432,0.6496725209562109,0.24669042047795575,2017,314212,0.2103
0.7042870381465285,0.4077476389720719,0.47007635089630956,0.649618216794668,0.25770641346191114,2018,197074,0.2391
